nom_parfum,marque,nose,launch_year,rating_value,rating_count,main_accords,gender,longevity,sillage,price_feeling,top_notes,middle_notes,base_notes,url
212 VIP Rosé Smiley,Carolina Herrera,Emilie Bevierre-Coppermann,2022.0,3.98,54,"['citrus', 'woody', 'violet', 'fruity', 'patchouli', 'powdery', 'floral', 'rose', 'lavender', 'aromatic']",female,long lasting,average,ok,"['Black Currant', 'Violet', 'Mandarin Orange']","['Rose Oil', 'Lilybelle®', 'Lavender']","['Patchouli', 'Balsam Fir']",https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Rose-Smiley-72732.html
212 VIP Smiley,Carolina Herrera,,2022.0,3.5,8,"['white floral', 'citrus', 'coconut', 'woody', 'powdery', 'sweet', 'musky', 'lactonic', 'warm spicy', 'vanilla']",,,,,"['Bergamot', 'Lemon', 'Mandarin Orange']","['Jasmine Sambac', 'Madagascar Ylang-Ylang', 'Orange Blossom']","['Sandalwood', 'Coconut', 'Musk']",https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Smiley-74336.html
212 VIP Wild Party,Carolina Herrera,,2016.0,3.81,194,"['sweet', 'fruity', 'citrus', 'floral', 'white floral', 'rose', 'tropical', 'powdery', 'musky', 'fresh']",female,moderate,average,ok,"['Grapefruit', 'Pineapple']","['Rose', 'Orchid', 'Orange Blossom']","['Woody Notes', 'Musk']",https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Wild-Party-35780.html
212 VIP Wins,Carolina Herrera,Emilie Bevierre-Coppermann,2021.0,3.99,98,"['green', 'woody', 'musky', 'citrus', 'fruity', 'powdery', 'rose', 'fresh spicy', 'sweet', 'sour']",female,moderate,average,ok,"['Green Notes', 'Mandarin Orange']","['Rose', 'Pomegranate']","['Musk', 'Woodsy Notes', 'Tonka Bean']",https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Wins-66337.html
VIP Black Red,Carolina Herrera,,2020.0,4.25,157,"['warm spicy', 'aromatic', 'fresh spicy', 'leather', 'bitter', 'woody', 'animalic', 'smoky', 'herbal']",male,moderate,strong,ok,"['Cardamom', 'Allspice', 'Ginger']",['Absinthe'],"['Guaiac Wood', 'Leather']",https://www.fragrantica.com/perfume/Carolina-Herrera/VIP-Black-Red-59347.html
VIP Men Club Edition,Carolina Herrera,,2015.0,4.34,238,"['fresh spicy', 'chocolate', 'citrus', 'warm spicy', 'woody', 'aquatic', 'sweet', 'savory', 'animalic', 'cacao']",male,long lasting,strong,ok,"['Caviar', 'Lime', 'Watery Notes']","['Woody Notes', 'Pepper', 'Nutmeg']","['Woody Notes', 'Chocolate']",https://www.fragrantica.com/perfume/Carolina-Herrera/VIP-Men-Club-Edition-30426.html
Bad Boy,Carolina Herrera,Louise Turner,2019.0,3.68,"4,031","['warm spicy', 'fresh spicy', 'cacao', 'vanilla', 'aromatic', 'sweet', 'citrus', 'amber', 'woody']",male,moderate,average,ok,"['Bergamot', 'Pink Pepper', 'White Pepper']","['Cedarwood', 'Clary Sage']","['Cacao', 'Tonka Bean']",https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-55449.html
Bad Boy Cobalt Elixir,Carolina Herrera,,2024.0,4.05,854,"['fresh spicy', 'earthy', 'vanilla', 'woody', 'amber', 'aromatic', 'warm spicy', 'herbal', 'soft spicy', 'animalic']",male,long lasting,average,ok,"['Sage', 'Black Pepper']","['Woodsy Notes', 'Truffle']","['Vanila', 'Frankincense']",https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Cobalt-Elixir-89374.html
Bad Boy Cobalt Parfum Electrique,Carolina Herrera,Domitille Michalon Bertier,2022.0,4.32,"3,463","['aromatic', 'woody', 'fruity', 'lavender', 'fresh spicy', 'earthy', 'sweet', 'soft spicy', 'herbal', 'rose']",male,moderate,average,ok,"['Lavender', 'Pink Pepper']","['Plum', 'Geranium']","['Oak', 'Cedar', 'Truffle', 'Vetiver']",https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Cobalt-Parfum-Electrique-71888.html
Bad Boy Dazzling Garden,Carolina Herrera,,2023.0,4.01,131,"['warm spicy', 'cacao', 'aromatic', 'fresh spicy', 'vanilla', 'sweet', 'amber', 'citrus', 'soft spicy']",male,moderate,average,ok,"['Grapefruit', 'White Pepper']","['Clary Sage', 'Vetiver']","['Cacao', 'Tonka Bean']",https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Dazzling-Garden-84050.html
Bad Boy Elixir,Carolina Herrera,,2025.0,3.97,60,"['leather', 'woody', 'animalic', 'aromatic', 'herbal', 'smoky', 'soft spicy']",male,long lasting,strong,ok,['Sage'],['Leather'],['Cedarwood'],https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Elixir-101597.html
Bad Boy Extreme,Carolina Herrera,Louise Turner,2022.0,4.18,"1,557","['warm spicy', 'amber', 'cacao', 'aromatic', 'woody', 'balsamic', 'sweet', 'patchouli', 'earthy', 'smoky']",male,long lasting,strong,ok,[],[],[],https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Extreme-78562.html
Bad Boy Gold Fantasy,Carolina Herrera,Quentin Bisch,2022.0,3.83,121,"['fresh spicy', 'aromatic', 'warm spicy', 'vanilla', 'sweet', 'cacao', 'soft spicy', 'amber', 'woody', 'citrus']",male,moderate,average,ok,"['Bergamot', 'Pink Pepper', 'White Pepper']","['Cedarwood', 'Clary Sage', 'Vetiver']","['Tonka', 'Cacao']",https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Gold-Fantasy-76365.html
Bad Boy Le Parfum,Carolina Herrera,Bruno Jovanovic,2021.0,3.7,"2,367","['aromatic', 'fresh spicy', 'cannabis', 'citrus', 'leather', 'herbal', 'smoky', 'green', 'woody', 'animalic']",male,long lasting,average,ok,"['cannabis', 'Grapefruit']","['Black Pepper', 'Geranium']","['Vetiver', 'Leather']",https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Le-Parfum-65718.html
Bad Boy Sparkling Ice,Carolina Herrera,,2024.0,3.65,104,"['aromatic', 'cacao', 'warm spicy', 'citrus', 'fresh spicy', 'vanilla', 'sweet', 'amber', 'soft spicy', 'woody']",male,moderate,average,ok,"['Grapefruit', 'White Pepper']","['Clary Sage', 'Vetiver']","['Tonka Bean', 'Cocoa']",https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Sparkling-Ice-96598.html
Bad Boy Superstars Collector Edition 2021,Carolina Herrera,Louise Turner,2021.0,4.25,92,"['warm spicy', 'woody', 'amber', 'cacao', 'fresh spicy', 'aromatic', 'vanilla', 'sweet', 'citrus', 'herbal']",male,moderate,average,ok,"['Bergamot', 'Black Pepper', 'White Pepper']","['Sage', 'Cedar']","['Tonka Bean', 'Amberwood', 'Cacao Pod']",https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Superstars-Collector-Edition-2021-70306.html
CH,Carolina Herrera,Olivier Cresp,2007.0,3.84,"4,136","['woody', 'citrus', 'sweet', 'musky', 'warm spicy', 'powdery', 'tropical', 'patchouli', 'leather', 'amber']",female,moderate,average,ok,"['Tropical Fruit', 'Water Notes', 'Amalfi Lemon', 'Grapefruit', 'Bergamot']","['Tincture of Rose', 'Cinnamon', 'Jasmine', 'Praline', 'African Orange Flower']","['Amber', 'Suede', 'Virginia Cedar', 'Musk', 'Sandalwood', 'Patchouli', 'Cashmere Wood']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-1734.html
CH (2015),Carolina Herrera,,2015.0,3.98,932,"['citrus', 'woody', 'white floral', 'leather', 'sweet', 'animalic', 'patchouli', 'aromatic', 'powdery', 'fresh spicy']",female,moderate,average,ok,"['Bergamot', 'Lemon', 'Grapefruit']","['Rose', 'Jasmine', 'Orange Blossom']","['Leather', 'Praline', 'Cedar', 'Sandalwood', 'Musk', 'Patchouli']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-2015-31507.html
CH Africa,Carolina Herrera,Olivier Cresp,2015.0,4.01,138,"['smoky', 'warm spicy', 'powdery', 'citrus', 'cinnamon', 'violet', 'iris', 'vanilla', 'amber', 'herbal']",female,moderate,average,ok,"['Orange', 'Violet']","['Cinnamon', 'Iris', 'Rooibos Tea']","['Vanilla', 'Incense']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Africa-30381.html
CH Beasts,Carolina Herrera,,2020.0,4.03,114,"['woody', 'fresh spicy', 'aquatic', 'aromatic', 'amber', 'musky', 'fresh', 'vanilla', 'powdery', 'balsamic']",male,moderate,average,ok,"['Juniper Berries', 'Angelica', 'Black Pepper']","['Violet Leaf', 'Balsam Fir', 'Watery Notes']","['Cashmere Wood', 'Labdanum', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Beasts-61995.html
CH Beauties,Carolina Herrera,Véronique Nyberg,2020.0,4.35,106,"['citrus', 'fruity', 'white floral', 'fresh', 'sweet', 'vanilla', 'floral', 'amber', 'aquatic', 'powdery']",female,long lasting,average,overpriced,"['Green Mandarin', 'Pear']","['Jasmine', 'Peony', 'Neroli']","['Amber', 'Vanilla', 'Sandalwood']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Beauties-61996.html
CH Birds Of Paradise For Her,Carolina Herrera,,2024.0,4.18,56,"['vanilla', 'fruity', 'woody', 'powdery', 'coconut', 'floral', 'rose', 'sweet', 'soft spicy', 'aromatic']",female,moderate,average,ok,"['Black Currant', 'Neroli']","['Rose', 'Coconut']","['Vanilla', 'Sandalwood']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Birds-Of-Paradise-For-Her-92687.html
CH Birds Of Paradise For Him,Carolina Herrera,,2024.0,4.17,144,"['woody', 'ozonic', 'aromatic', 'herbal', 'fresh spicy', 'aquatic', 'balsamic', 'green', 'amber']",male,moderate,average,ok,"['Chamomile', 'Violet Leaves']","['Driftwood', 'Fir']","['Sandalwood', 'Cashmere Wood', 'Tonka Bean']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Birds-Of-Paradise-For-Him-92688.html
CH Central Park,Carolina Herrera,Olivier Cresp,2016.0,3.85,59,"['white floral', 'fruity', 'musky', 'fresh spicy', 'sweet', 'floral', 'tuberose', 'animalic', 'powdery', 'woody']",female,moderate,average,,"['Plum', 'White Pepper']","['Jasmine', 'Tuberose', 'Orange Blossom']","['Ambrette (Musk Mallow)', 'Cedar', 'White Musk']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Central-Park-35913.html
CH Eau De Parfum Sublime,Carolina Herrera,Elisabeth Vidal,2013.0,3.89,"1,374","['floral', 'patchouli', 'sweet', 'woody', 'leather', 'earthy', 'fruity', 'amber', 'citrus', 'rose']",female,moderate,average,ok,"['Passion Flower', 'Bergamot']","['Rose', 'Orchid']","['Amber', 'Patchouli', 'Moss', 'Leather']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Eau-De-Parfum-Sublime-17785.html
CH Garden Party,Carolina Herrera,,2010.0,4.02,196,"['woody', 'citrus', 'warm spicy', 'white floral', 'fruity', 'rose', 'sweet', 'powdery', 'fresh', 'aromatic']",female,moderate,average,overpriced,"['Amalfi Lemon', 'Grapefruit', 'Pineapple']","['Jasmine', 'Rose']","['Sandalwood', 'Spices', 'Virginia Cedar']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Garden-Party-8420.html
CH Grand Tour,Carolina Herrera,Olivier Cresp,2014.0,3.96,78,"['sweet', 'lactonic', 'iris', 'citrus', 'caramel', 'powdery', 'violet']",,eternal,enormous,,"['Brazilian Orange', 'Lemon', 'Grapefruit']","['Iris', 'Orange Blossom']",['Dulce de leche'],https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Grand-Tour-28220.html
CH Hot! Hot! Hot!,Carolina Herrera,Véronique Nyberg,2022.0,4.18,76,"['sweet', 'woody', 'vanilla', 'citrus', 'yellow floral', 'fruity', 'green', 'powdery', 'white floral', 'coconut']",female,moderate,average,overpriced,"['Aloe Vera', 'Neroli', 'Grapefruit']","['Coconut', 'Raspberry', 'Ylang-Ylang']","['Vanilla', 'Sandalwood', 'Myrhh']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Hot-Hot-Hot-72700.html
CH Insignia,Carolina Herrera,Hamid Merati-Kashani,2018.0,3.91,68,"['amber', 'leather', 'warm spicy', 'woody', 'smoky', 'rose', 'oud', 'fresh spicy', 'balsamic', 'animalic']",unisex,long lasting,strong,ok,"['Bergamot', 'Nutmeg', 'Coriander', 'Saffron']","['Rose', 'Styrax', 'Agarwood (Oud)', 'Leather']","['Amber', 'Cedar', 'Patchouli', 'Guaiac Wood', 'Incense']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Insignia-50016.html
CH Insignia Men,Carolina Herrera,Emilie Bevierre-Coppermann,2018.0,4.46,269,"['warm spicy', 'woody', 'rose', 'oud', 'powdery', 'violet', 'cinnamon', 'floral', 'metallic', 'patchouli']",male,long lasting,strong,ok,"['Cinnamon', 'Saffron']","['Rose', 'Violet']","['Woody Notes', 'Cashmeran', 'Agarwood (Oud)', 'Labdanum', 'Patchouli']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Insignia-Men-50015.html
CH Kings,Carolina Herrera,,2019.0,3.51,127,"['warm spicy', 'aromatic', 'sweet', 'soft spicy', 'musky', 'cacao', 'amber', 'lavender', 'fresh spicy', 'powdery']",male,moderate,average,ok,"['Cardamom', 'Pink Pepper', 'Black Pepper', 'Violet']","['Pineapple', 'Cacao', 'Clary Sage', 'Lavender', 'Coffee']","['Amber', 'Musk', 'Tonka Bean']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Kings-54662.html
CH L'Eau,Carolina Herrera,,2011.0,3.98,"1,523","['citrus', 'white floral', 'floral', 'woody', 'powdery', 'warm spicy', 'cinnamon', 'fresh']",female,moderate,average,ok,"['Bergamot', 'Bitter Orange', 'Orange', 'Freesia', 'Lemon Blossom']","['Jasmine', 'Rose', 'Lily-of-the-Valley', 'Violet']","['Cinnamon', 'Apple Tree', 'Nerium Oleander', 'Heliotrope', 'Sandalwood']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-L-Eau-12001.html
CH L'Eau 2017,Carolina Herrera,Olivier Cresp,2017.0,3.8,456,"['citrus', 'warm spicy', 'aromatic', 'fresh', 'woody', 'green', 'white floral', 'fresh spicy']",female,moderate,average,ok,"['Red Pepper', 'Guatemalan Cardamom', 'Lemon', 'Tunisian Neroli', 'Blood Orange']","['Mate', 'Ginger', 'Tea', 'Rose', 'Lemon', 'Orange Blossom']","['Atlas Cedar', 'Haitian Vetiver', 'Musk', 'Patchouli', 'Cashmere Wood']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-L-Eau-2017-45264.html
CH Marine,Carolina Herrera,,2011.0,4.16,61,"['citrus', 'aquatic', 'fresh', 'fresh spicy', 'white floral', 'rose', 'woody', 'leather', 'powdery', 'musky']",,long lasting,intimate,,"['Bergamot', 'Bitter Orange', 'Grapefruit']","['Jasmine', 'Rose', 'Water Notes']","['Sandalwood', 'Musk', 'Leather']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Marine-12787.html
CH Men,Carolina Herrera,,2009.0,4.29,"5,763","['leather', 'vanilla', 'sweet', 'woody', 'powdery', 'green', 'animalic', 'fresh spicy', 'citrus', 'fresh']",male,moderate,average,ok,"['Bergamot', 'Grapefruit', 'Grass']","['Woodsy Notes', 'Nutmeg', 'Jasmine', 'Violet', 'Saffron']","['Sugar', 'Vanilla', 'Leather', 'Amber', 'Vetiver', 'Suede', 'Cashmirwood', 'Sandalwood', 'Oakmoss']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-6759.html
CH Men Africa,Carolina Herrera,,2015.0,4.22,174,"['woody', 'coffee', 'citrus', 'warm spicy', 'musky', 'aromatic', 'soft spicy', 'herbal', 'amber', 'balsamic']",male,long lasting,average,ok,"['Pink Pepper', 'Mandarin Orange']","['Pimento', 'Blue Sage']","['Atlas Cedar', 'Kashmir wood', 'Coffee']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Africa-30382.html
CH Men Central Park,Carolina Herrera,,2016.0,4.49,181,"['warm spicy', 'woody', 'aromatic']",male,long lasting,average,ok,['Ginger'],['Black Cardamom'],['Cedar'],https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Central-Park-35914.html
CH Men Grand Tour,Carolina Herrera,,2014.0,4.22,225,"['warm spicy', 'fresh spicy', 'woody', 'leather', 'amber', 'aromatic', 'smoky', 'musky', 'cinnamon', 'balsamic']",male,long lasting,strong,ok,"['Mate', 'Incense']","['Cinnamon', 'Spices', 'Nutmeg']","['Mahogany', 'Suede']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Grand-Tour-28221.html
CH Men Hot! Hot! Hot!,Carolina Herrera,Emilie Bevierre-Coppermann,2022.0,4.26,86,"['citrus', 'woody', 'aromatic', 'fresh spicy', 'green', 'leather', 'ozonic', 'aquatic', 'powdery', 'fruity']",male,moderate,average,ok,"['Violet Leaf', 'Rhubarb Leaf', 'Grapefruit']","['Sichuan Pepper', 'Angelica']","['Sandalwood', 'Madagascar Vetiver', 'Leather']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Hot-Hot-Hot-72699.html
CH Men Prive,Carolina Herrera,,2015.0,4.29,"5,109","['warm spicy', 'leather', 'aromatic', 'whiskey', 'woody', 'amber', 'vanilla', 'animalic', 'citrus', 'lavender']",male,moderate,average,ok,"['Pomelo', 'Whiskey', 'Grapefruit']","['Cardamom', 'Lavender', 'Sage', 'Red Thyme']","['Benzoin', 'Woody Notes', 'Tonka Bean', 'Leather']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Prive-31508.html
CH Men Sport,Carolina Herrera,,2012.0,3.58,956,"['aromatic', 'citrus', 'fresh spicy', 'woody', 'earthy', 'marine', 'herbal']",male,moderate,average,ok,"['Bergamot', 'Sage', 'Grapefruit']","['Sea Notes', 'Sichuan Pepper', 'Juniper']","['Oakmoss', 'Sandalwood', 'Vetiver']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Sport-15633.html
CH Men Under The Sea,Carolina Herrera,,2021.0,3.97,79,"['aromatic', 'marine', 'aquatic', 'woody', 'ozonic', 'fresh spicy', 'salty', 'musky', 'powdery', 'amber']",male,moderate,average,ok,"['Angelica', 'Juniper']","['Violet Leaf', 'Sea Notes']","['Vanilla', 'Cashmeran']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Under-The-Sea-65697.html
CH Pasión for Her,Carolina Herrera,Nisrine Bouazzaoui Grillié,2023.0,4.06,108,"['vanilla', 'fresh spicy', 'sweet', 'fruity', 'powdery', 'musky', 'leather', 'animalic', 'warm spicy']",female,long lasting,average,ok,"['Bergamot', 'Violet Leaf', 'Pear']","['Haitian Vetiver', 'Petalia', 'Madagascar Pepper', 'Jasmine Sambac']","['Vanilla', 'Musk', 'Vanillin', 'Leather']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Pasion-for-Her-78640.html
CH Pasión for Him,Carolina Herrera,Antoine Maisondieu,2023.0,4.28,395,"['woody', 'amber', 'powdery', 'iris', 'warm spicy', 'vanilla', 'violet', 'fresh spicy', 'balsamic', 'aromatic']",male,moderate,average,ok,"['Tunisian Neroli', 'Olibanum', 'Pink Pepper']","['Texas Cedar', 'Iris', 'Myrhh']","['Bourbon Vanilla', 'Australian Sandalwood', 'Tonka Bean', 'Amberwood', 'dark woodsy notes']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Pasion-for-Him-78641.html
CH Pink Limited Edition Love,Carolina Herrera,Olivier Cresp,2012.0,3.85,41,"['woody', 'citrus', 'sweet', 'warm spicy', 'musky', 'powdery', 'amber', 'rose', 'patchouli', 'cinnamon']",,moderate,average,,"['Bergamot', 'Lemon']","['Rose', 'Praline', 'Cinnamon', 'Jasmine Sambac']","['Amber', 'Cedar', 'Sandalwood', 'Musk', 'Kashmir wood', 'Patchouli']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Pink-Limited-Edition-Love-16416.html
CH Privée,Carolina Herrera,Dominique Ropion,2017.0,3.91,522,"['leather', 'vanilla', 'animalic', 'patchouli', 'floral', 'woody', 'fruity', 'savory', 'warm spicy', 'balsamic']",female,moderate,average,ok,[],[],[],https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Privee-43059.html
CH Queens,Carolina Herrera,Véronique Nyberg,2019.0,4.23,128,"['vanilla', 'coconut', 'sweet', 'yellow floral', 'woody', 'floral', 'citrus', 'fresh', 'marine', 'powdery']",female,moderate,average,ok,"['Seaweed', 'Neroli', 'Pink Grapefruit']","['Peony', 'Coconut', 'Ylang-Ylang']","['Vanilla', 'Sandalwood']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Queens-54661.html
CH Red & Gold,Carolina Herrera,,2010.0,4.03,88,"['woody', 'warm spicy', 'sweet', 'amber', 'cinnamon', 'rose', 'powdery', 'citrus', 'white floral', 'patchouli']",female,moderate,average,,['Bergamot'],"['Jasmine', 'Tincture of Rose', 'Praline', 'Cinnamon']","['Amber', 'Patchouli', 'Sandalwood', 'Virginia Cedar']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Red-Gold-8216.html
CH Under The Sea,Carolina Herrera,Véronique Nyberg,2021.0,4.28,114,"['sweet', 'citrus', 'vanilla', 'coconut', 'woody', 'marine', 'yellow floral', 'rose', 'aquatic', 'powdery']",female,moderate,average,overpriced,"['Rose', 'Pomelo', 'Seaweed']","['Coconut', 'Ylang-Ylang']","['Vanilla', 'Sandalwood']",https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Under-The-Sea-65696.html
Chic,Carolina Herrera,Alberto Morillas,2002.0,3.9,"1,131","['white floral', 'floral', 'rose', 'tuberose', 'citrus', 'powdery', 'musky', 'green']",female,moderate,average,ok,"['Red Freesia', 'Tuberose', 'Bulgarian Rose']","['Freesia', 'Mandarin Blossom', 'Lily-of-the-Valley', 'Orange Blossom']","['Vanilla', 'Sandalwood', 'White Musk']",https://www.fragrantica.com/perfume/Carolina-Herrera/Chic-291.html
Chic For Men,Carolina Herrera,Carlos Benaïm,2003.0,4.25,"3,285","['warm spicy', 'citrus', 'fresh spicy', 'ozonic', 'aquatic', 'aromatic', 'woody', 'cinnamon', 'powdery', 'amber']",male,moderate,average,ok,"['Mandarin Orange', 'Lemon', 'Bergamot', 'Cardamom', 'Watermelon']","['Pepper', 'Cinnamon']","['Amber', 'Cedar', 'Tonka Bean', 'Sandalwood', 'Musk']",https://www.fragrantica.com/perfume/Carolina-Herrera/Chic-For-Men-293.html
Chic Limited Red Edition,Carolina Herrera,,,4.05,21,"['citrus', 'powdery', 'floral', 'white floral', 'vanilla', 'musky', 'woody', 'rose', 'sweet', 'animalic']",,,average,,"['Mandarin Orange', 'Orange Blossom']","['Red Freesia', 'Bulgarian Rose']","['Vanilla', 'Sandalwood', 'White Musk']",https://www.fragrantica.com/perfume/Carolina-Herrera/Chic-Limited-Red-Edition-295.html
Crystal Chic,Carolina Herrera,,2004.0,3.98,44,"['white floral', 'floral', 'rose', 'fruity', 'vanilla', 'sweet', 'amber', 'powdery', 'warm spicy', 'woody']",,moderate,average,,"['Red Berries', 'Red Freesia', 'Bulgarian Rose']","['Jasmine', 'Indian Tuberose', 'Pimento', 'Orange Blossom']","['Amber', 'Ambrette (Musk Mallow)', 'Sandalwood', 'Bourbon Vanilla']",https://www.fragrantica.com/perfume/Carolina-Herrera/Crystal-Chic-292.html
So Chic Limited Edition,Carolina Herrera,Maurice Roucel,,3.86,14,[],,eternal,enormous,,[],[],[],https://www.fragrantica.com/perfume/Carolina-Herrera/So-Chic-Limited-Edition-294.html
Good Girl,Carolina Herrera,Louise Turner,2016.0,3.93,"20,023","['sweet', 'white floral', 'warm spicy', 'vanilla', 'amber', 'cacao', 'woody', 'tuberose', 'almond', 'powdery']",female,long lasting,average,ok,"['Bergamot', 'Almond', 'Lemon', 'Coffee']","['Bulgarian Rose', 'Jasmine Sambac', 'Tuberose', 'Orange Blossom', 'Orris']","['Vanilla', 'Cinnamon', 'Amber', 'Praline', 'Cedar', 'Cacao', 'Tonka Bean', 'Sandalwood', 'Musk', 'Patchouli', 'Cashmere Wood']",https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-39681.html
Good Girl Blush,Carolina Herrera,Christophe Raynaud,2023.0,4.03,"4,199","['floral', 'vanilla', 'citrus', 'fresh', 'sweet', 'yellow floral', 'rose', 'woody', 'fresh spicy', 'aromatic']",female,moderate,average,ok,"['Bergamot', 'Bitter Almond']","['Peony', 'Ylang-Ylang']","['Vanilla', 'Coumarin']",https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Blush-78576.html
Good Girl Blush Collector Edition,Carolina Herrera,Christophe Raynaud,2023.0,2.06,17,"['floral', 'citrus', 'sweet', 'fresh', 'vanilla', 'woody', 'aromatic', 'yellow floral', 'rose', 'almond']",unisex,,,way overpriced,"['Bergamot', 'Bitter Almond']","['Peony', 'Ylang Ylang']","['Vanilla', 'Coumarin']",https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Blush-Collector-Edition-88882.html
Good Girl Blush Elixir Eau de Parfum,Carolina Herrera,,2024.0,3.94,"1,104","['vanilla', 'woody', 'yellow floral', 'patchouli', 'citrus', 'sweet', 'rose', 'warm spicy', 'balsamic', 'floral']",female,long lasting,average,ok,"['Bergamot', 'Mandarin Orange']","['Rose', 'Ylang Ylang']","['Vanilla', 'Patchouli']",https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Blush-Elixir-Eau-de-Parfum-88937.html
Good Girl Colormania,Carolina Herrera,,2024.0,2.25,16,"['white floral', 'tuberose', 'cacao', 'warm spicy', 'sweet', 'vanilla', 'amber', 'almond', 'animalic']",female,very weak,intimate,way overpriced,['Almond'],"['Tuberose', 'Jasmine Sambac']","['Cacao', 'Tonka Bean']",https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Colormania-96558.html
Good Girl Dazzling Garden,Carolina Herrera,,2023.0,3.81,148,"['white floral', 'cacao', 'tuberose', 'almond', 'warm spicy', 'sweet', 'nutty', 'fruity', 'vanilla', 'floral']",female,moderate,strong,way overpriced,['Almond'],"['Tuberose', 'Jasmine Sambac']","['Cacao', 'Tonka Bean']",https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Dazzling-Garden-84049.html
Good Girl Dot Drama Collector Edition,Carolina Herrera,Louise Turner,2019.0,4.1,191,"['woody', 'white floral', 'sweet', 'warm spicy', 'citrus', 'vanilla', 'tuberose', 'powdery', 'amber', 'musky']",female,long lasting,average,ok,"['Bergamot', 'Almond', 'Lemon', 'Coffee']","['Jasmine', 'Rose', 'Tuberose', 'Orange Blossom', 'Orris']","['Vanilla', 'Cinnamon', 'Praline', 'Cedar', 'Tonka Bean', 'Sandalwood', 'Musk', 'Patchouli', 'Cashmere Wood', 'Cacao Pod']",https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Dot-Drama-Collector-Edition-54276.html
Good Girl Fantastic Pink,Carolina Herrera,Louise Turner,2020.0,3.93,249,"['sweet', 'vanilla', 'white floral', 'warm spicy', 'amber', 'citrus', 'cacao', 'woody', 'tuberose', 'powdery']",female,moderate,average,ok,"['Bergamot', 'Almond', 'Lemon', 'Coffee']","['Bulgarian Rose', 'Jasmine Sambac', 'Tuberose', 'Orange Blossom', 'Orris']","['Vanilla', 'Cinnamon', 'Amber', 'Praline', 'Cedar', 'Tonka Bean', 'Sandalwood', 'Musk', 'Patchouli', 'Cashmere Wood', 'Cacao Pod']",https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Fantastic-Pink-58923.html
